state,sex,age_group,death_month,all_cause_deaths
PA,Female,35-39,2,36
PA,Female,40-44,2,45
PA,Female,45-49,2,38
PA,Female,50-54,2,56
PA,Female,55-59,2,55
PA,Female,60-64,2,100
PA,Female,65-69,2,107
PA,Female,70-74,2,118
PA,Female,75-79,2,135
PA,Female,80-84,2,157
PA,Female,85-89,2,121
PA,Female,90+,2,157
PA,Female,0,3,81
PA,Female,1-4,3,20
PA,Female,5-9,3,7
PA,Female,10-14,3,15
PA,Female,15-19,3,25
PA,Female,20-24,3,23
PA,Female,25-29,3,29
PA,Female,30-34,3,22
PA,Female,35-39,3,41
PA,Female,40-44,3,38
PA,Female,45-49,3,47
PA,Female,50-54,3,72
PA,Female,55-59,3,66
PA,Female,60-64,3,110
PA,Female,65-69,3,139
PA,Female,70-74,3,133
PA,Female,75-79,3,174
PA,Female,80-84,3,171
PA,Female,85-89,3,164
PA,Female,90+,3,165
PA,Female,0,4,65
PA,Female,1-4,4,13
PA,Female,5-9,4,7
PA,Female,10-14,4,11
PA,Female,15-19,4,26
PA,Female,20-24,4,15
PA,Female,25-29,4,20
PA,Female,30-34,4,39
PA,Female,35-39,4,47
PA,Female,40-44,4,53
PA,Female,45-49,4,74
PA,Female,50-54,4,96
PA,Female,55-59,4,142
PA,Female,60-64,4,198
PA,Female,65-69,4,219
PA,Female,70-74,4,246
PA,Female,75-79,4,231
PA,Female,80-84,4,255
PA,Female,85-89,4,210
PA,Female,90+,4,206
PA,Female,0,5,77
PA,Female,1-4,5,12
PA,Female,5-9,5,3
PA,Female,10-14,5,14
PA,Female,15-19,5,21
PA,Female,20-24,5,27
PA,Female,25-29,5,29
PA,Female,30-34,5,55
PA,Female,35-39,5,70
PA,Female,40-44,5,81
PA,Female,45-49,5,95
PA,Female,50-54,5,149
PA,Female,55-59,5,188
PA,Female,60-64,5,256
PA,Female,65-69,5,355
PA,Female,70-74,5,347
PA,Female,75-79,5,403
PA,Female,80-84,5,399
PA,Female,85-89,5,307
PA,Female,90+,5,331
PA,Female,0,6,57
PA,Female,1-4,6,13
PA,Female,5-9,6,7
PA,Female,10-14,6,5
PA,Female,15-19,6,17
PA,Female,20-24,6,21
PA,Female,25-29,6,29
PA,Female,30-34,6,28
PA,Female,35-39,6,50
PA,Female,40-44,6,56
PA,Female,45-49,6,51
PA,Female,50-54,6,83
PA,Female,55-59,6,111
PA,Female,60-64,6,136
PA,Female,65-69,6,141
PA,Female,70-74,6,180
PA,Female,75-79,6,225
PA,Female,80-84,6,233
PA,Female,85-89,6,146
PA,Female,90+,6,157
PA,Female,0,7,64
PA,Female,1-4,7,11
PA,Female,5-9,7,5
PA,Female,10-14,7,12
PA,Female,15-19,7,14
PA,Female,20-24,7,21
PA,Female,25-29,7,25
PA,Female,30-34,7,24
PA,Female,35-39,7,54
PA,Female,40-44,7,54
PA,Female,45-49,7,60
PA,Female,50-54,7,90
PA,Female,55-59,7,85
PA,Female,60-64,7,127
PA,Female,65-69,7,139
PA,Female,70-74,7,167
PA,Female,75-79,7,174
PA,Female,80-84,7,176
PA,Female,85-89,7,131
PA,Female,90+,7,158
PA,Female,0,8,75
PA,Female,1-4,8,16
PA,Female,5-9,8,8
PA,Female,10-14,8,6
PA,Female,15-19,8,11
PA,Female,20-24,8,16
PA,Female,25-29,8,30
PA,Female,30-34,8,32
PA,Female,35-39,8,36
PA,Female,40-44,8,62
PA,Female,45-49,8,51
PA,Female,50-54,8,82
PA,Female,55-59,8,71
PA,Female,60-64,8,95
PA,Female,65-69,8,117
PA,Female,70-74,8,122
PA,Female,75-79,8,168
PA,Female,80-84,8,156
PA,Female,85-89,8,135
PA,Female,90+,8,167
PA,Female,0,9,76
PA,Female,1-4,9,13
PA,Female,5-9,9,4
PA,Female,10-14,9,9
PA,Female,15-19,9,11
PA,Female,20-24,9,29
PA,Female,25-29,9,32
PA,Female,30-34,9,25
PA,Female,35-39,9,33
PA,Female,40-44,9,53
PA,Female,45-49,9,54
PA,Female,50-54,9,71
PA,Female,55-59,9,87
PA,Female,60-64,9,100
PA,Female,65-69,9,124
PA,Female,70-74,9,129
PA,Female,75-79,9,124
PA,Female,80-84,9,156
PA,Female,85-89,9,110
PA,Female,90+,9,156
PA,Female,0,10,74
PA,Female,1-4,10,13
PA,Female,5-9,10,3
PA,Female,10-14,10,11
PA,Female,15-19,10,14
PA,Female,20-24,10,16
PA,Female,25-29,10,27
PA,Female,30-34,10,30
PA,Female,35-39,10,40
PA,Female,40-44,10,41
PA,Female,45-49,10,49
PA,Female,50-54,10,59
PA,Female,55-59,10,75
PA,Female,60-64,10,99
PA,Female,65-69,10,111
PA,Female,70-74,10,136
PA,Female,75-79,10,142
PA,Female,80-84,10,148
PA,Female,85-89,10,108
PA,Female,90+,10,134
PA,Female,0,11,78
PA,Female,1-4,11,11
PA,Female,5-9,11,6
PA,Female,10-14,11,7
PA,Female,15-19,11,18
PA,Female,20-24,11,21
PA,Female,25-29,11,20
PA,Female,30-34,11,32
PA,Female,35-39,11,46
PA,Female,40-44,11,52
PA,Female,45-49,11,56
PA,Female,50-54,11,69
PA,Female,55-59,11,68
PA,Female,60-64,11,96
PA,Female,65-69,11,115
PA,Female,70-74,11,141
PA,Female,75-79,11,137
PA,Female,80-84,11,139
PA,Female,85-89,11,123
PA,Female,90+,11,145
PA,Female,0,12,65
PA,Female,1-4,12,12
PA,Female,5-9,12,7
PA,Female,10-14,12,7
PA,Female,15-19,12,24
PA,Female,20-24,12,15
PA,Female,25-29,12,24
PA,Female,30-34,12,35
PA,Female,35-39,12,46
PA,Female,40-44,12,48
PA,Female,45-49,12,56
PA,Female,50-54,12,83
PA,Female,55-59,12,85
PA,Female,60-64,12,103
PA,Female,65-69,12,126
PA,Female,70-74,12,153
PA,Female,75-79,12,155
PA,Female,80-84,12,174
PA,Female,85-89,12,145
PA,Female,90+,12,161
PA,Male,0,1,95
PA,Male,1-4,1,21
PA,Male,5-9,1,10
PA,Male,10-14,1,10
PA,Male,15-19,1,57
PA,Male,20-24,1,79
PA,Male,25-29,1,91
PA,Male,30-34,1,80
PA,Male,35-39,1,77
PA,Male,40-44,1,78
PA,Male,45-49,1,82
PA,Male,50-54,1,123
PA,Male,55-59,1,137
PA,Male,60-64,1,168
PA,Male,65-69,1,195
PA,Male,70-74,1,212
PA,Male,75-79,1,187
PA,Male,80-84,1,194
PA,Male,85-89,1,97
PA,Male,90+,1,94
PA,Male,0,2,84
PA,Male,1-4,2,16
PA,Male,5-9,2,10
PA,Male,10-14,2,11
PA,Male,15-19,2,61
PA,Male,20-24,2,75
PA,Male,25-29,2,80
PA,Male,30-34,2,81
PA,Male,35-39,2,78
PA,Male,40-44,2,88
PA,Male,45-49,2,87
PA,Male,50-54,2,80
PA,Male,55-59,2,116
PA,Male,60-64,2,159
PA,Male,65-69,2,175
PA,Male,70-74,2,178
PA,Male,75-79,2,193
PA,Male,80-84,2,168
PA,Male,85-89,2,104
PA,Male,90+,2,104
PA,Male,0,3,96
PA,Male,1-4,3,28
PA,Male,5-9,3,8
PA,Male,10-14,3,12
PA,Male,15-19,3,70
PA,Male,20-24,3,117
PA,Male,25-29,3,83
PA,Male,30-34,3,92
PA,Male,35-39,3,98
PA,Male,40-44,3,82
PA,Male,45-49,3,94
PA,Male,50-54,3,115
PA,Male,55-59,3,157
PA,Male,60-64,3,181
PA,Male,65-69,3,192
PA,Male,70-74,3,205
PA,Male,75-79,3,246
PA,Male,80-84,3,186
PA,Male,85-89,3,131
PA,Male,90+,3,127
PA,Male,0,4,93
PA,Male,1-4,4,19
PA,Male,5-9,4,11
PA,Male,10-14,4,10
PA,Male,15-19,4,55
PA,Male,20-24,4,106
PA,Male,25-29,4,71
PA,Male,30-34,4,96
PA,Male,35-39,4,96
PA,Male,40-44,4,138
PA,Male,45-49,4,142
PA,Male,50-54,4,188
PA,Male,55-59,4,227
PA,Male,60-64,4,309
PA,Male,65-69,4,371
PA,Male,70-74,4,343
PA,Male,75-79,4,313
PA,Male,80-84,4,311
PA,Male,85-89,4,228
PA,Male,90+,4,158
PA,Male,0,5,84
PA,Male,1-4,5,20
PA,Male,5-9,5,9
PA,Male,10-14,5,17
PA,Male,15-19,5,52
PA,Male,20-24,5,75
PA,Male,25-29,5,99
PA,Male,30-34,5,126
PA,Male,35-39,5,126
PA,Male,40-44,5,141
PA,Male,45-49,5,219
PA,Male,50-54,5,281
PA,Male,55-59,5,360
PA,Male,60-64,5,415
PA,Male,65-69,5,601
PA,Male,70-74,5,684
PA,Male,75-79,5,626
PA,Male,80-84,5,585
PA,Male,85-89,5,372
PA,Male,90+,5,294
PA,Male,0,6,84
PA,Male,1-4,6,7
PA,Male,5-9,6,6
PA,Male,10-14,6,12
PA,Male,15-19,6,60
PA,Male,20-24,6,72
PA,Male,25-29,6,88
PA,Male,30-34,6,88
PA,Male,35-39,6,77
PA,Male,40-44,6,112
PA,Male,45-49,6,120
PA,Male,50-54,6,156
PA,Male,55-59,6,177
PA,Male,60-64,6,263
PA,Male,65-69,6,303
PA,Male,70-74,6,309
PA,Male,75-79,6,386
PA,Male,80-84,6,299
PA,Male,85-89,6,205
PA,Male,90+,6,167
PA,Male,0,7,108
PA,Male,1-4,7,12
PA,Male,5-9,7,9
PA,Male,10-14,7,16
PA,Male,15-19,7,47
PA,Male,20-24,7,100
PA,Male,25-29,7,78
PA,Male,30-34,7,81
PA,Male,35-39,7,97
PA,Male,40-44,7,105
PA,Male,45-49,7,104
PA,Male,50-54,7,151
PA,Male,55-59,7,168
PA,Male,60-64,7,200
PA,Male,65-69,7,236
PA,Male,70-74,7,252
PA,Male,75-79,7,261
PA,Male,80-84,7,225
PA,Male,85-89,7,147
PA,Male,90+,7,98
PA,Male,0,8,89
PA,Male,1-4,8,15
PA,Male,5-9,8,11
PA,Male,10-14,8,15
PA,Male,15-19,8,55
PA,Male,20-24,8,98
PA,Male,25-29,8,79
PA,Male,30-34,8,90
PA,Male,35-39,8,99
PA,Male,40-44,8,104
PA,Male,45-49,8,97
PA,Male,50-54,8,111
PA,Male,55-59,8,139
PA,Male,60-64,8,167
PA,Male,65-69,8,235
PA,Male,70-74,8,214
PA,Male,75-79,8,210
PA,Male,80-84,8,178
PA,Male,85-89,8,132
PA,Male,90+,8,127
PA,Male,0,9,83
PA,Male,1-4,9,15
PA,Male,5-9,9,9
PA,Male,10-14,9,11
PA,Male,15-19,9,60
PA,Male,20-24,9,106
PA,Male,25-29,9,82
PA,Male,30-34,9,73
PA,Male,35-39,9,83
PA,Male,40-44,9,97
PA,Male,45-49,9,101
PA,Male,50-54,9,122
PA,Male,55-59,9,140
PA,Male,60-64,9,183
PA,Male,65-69,9,187
PA,Male,70-74,9,203
PA,Male,75-79,9,189
PA,Male,80-84,9,180
PA,Male,85-89,9,133
PA,Male,90+,9,110
PA,Male,0,10,102
PA,Male,1-4,10,18
PA,Male,5-9,10,10
PA,Male,10-14,10,13
PA,Male,15-19,10,74
PA,Male,20-24,10,99
PA,Male,25-29,10,85
PA,Male,30-34,10,95
PA,Male,35-39,10,101
PA,Male,40-44,10,96
PA,Male,45-49,10,101
PA,Male,50-54,10,101
PA,Male,55-59,10,171
PA,Male,60-64,10,180
PA,Male,65-69,10,170
PA,Male,70-74,10,199
PA,Male,75-79,10,207
PA,Male,80-84,10,172
PA,Male,85-89,10,116
PA,Male,90+,10,92
PA,Male,0,11,87
PA,Male,1-4,11,19
PA,Male,5-9,11,8
PA,Male,10-14,11,8
PA,Male,15-19,11,54
PA,Male,20-24,11,102
PA,Male,25-29,11,89
PA,Male,30-34,11,80
PA,Male,35-39,11,96
PA,Male,40-44,11,80
PA,Male,45-49,11,97
PA,Male,50-54,11,107
PA,Male,55-59,11,122
PA,Male,60-64,11,146
PA,Male,65-69,11,190
PA,Male,70-74,11,189
PA,Male,75-79,11,184
PA,Male,80-84,11,146
PA,Male,85-89,11,136
PA,Male,90+,11,95
PA,Male,0,12,96
PA,Male,1-4,12,9
PA,Male,5-9,12,10
PA,Male,10-14,12,12
PA,Male,15-19,12,77
PA,Male,20-24,12,107
PA,Male,25-29,12,95
PA,Male,30-34,12,88
PA,Male,35-39,12,86
PA,Male,40-44,12,84
PA,Male,45-49,12,105
PA,Male,50-54,12,118
PA,Male,55-59,12,157
PA,Male,60-64,12,167
PA,Male,65-69,12,212
PA,Male,70-74,12,225
PA,Male,75-79,12,231
PA,Male,80-84,12,166
PA,Male,85-89,12,124
PA,Male,90+,12,107
AP,Female,0,1,16
AP,Female,1-4,1,1
AP,Female,5-9,1,1
AP,Female,10-14,1,1
AP,Female,15-19,1,2
AP,Female,20-24,1,2
AP,Female,25-29,1,3
AP,Female,30-34,1,1
AP,Female,35-39,1,5
AP,Female,40-44,1,11
AP,Female,45-49,1,6
AP,Female,50-54,1,4
AP,Female,55-59,1,6
AP,Female,60-64,1,5
AP,Female,65-69,1,8
AP,Female,70-74,1,8
AP,Female,75-79,1,5
AP,Female,80-84,1,5
AP,Female,85-89,1,9
AP,Female,90+,1,14
AP,Female,0,2,15
AP,Female,1-4,2,3
AP,Female,5-9,2,5
AP,Female,10-14,2,4
AP,Female,15-19,2,1
AP,Female,20-24,2,2
AP,Female,25-29,2,7
AP,Female,30-34,2,3
AP,Female,35-39,2,4
AP,Female,40-44,2,4
AP,Female,45-49,2,9
AP,Female,50-54,2,4
AP,Female,55-59,2,7
AP,Female,60-64,2,4
AP,Female,65-69,2,7
AP,Female,70-74,2,8
AP,Female,75-79,2,9
AP,Female,80-84,2,7
AP,Female,85-89,2,7
AP,Female,90+,2,5
AP,Female,0,3,8
AP,Female,1-4,3,2
AP,Female,5-9,3,2
AP,Female,10-14,3,1
AP,Female,15-19,3,1
AP,Female,20-24,3,1
AP,Female,25-29,3,4
AP,Female,30-34,3,4
AP,Female,35-39,3,3
AP,Female,40-44,3,1
AP,Female,45-49,3,7
AP,Female,50-54,3,13
AP,Female,55-59,3,5
AP,Female,60-64,3,7
AP,Female,65-69,3,6
AP,Female,70-74,3,4
AP,Female,75-79,3,12
AP,Female,80-84,3,10
AP,Female,85-89,3,4
AP,Female,90+,3,9
AP,Female,0,4,10
AP,Female,10-14,4,1
AP,Female,15-19,4,1
AP,Female,20-24,4,2
AP,Female,25-29,4,4
AP,Female,30-34,4,3
AP,Female,35-39,4,6
AP,Female,40-44,4,5
AP,Female,45-49,4,6
AP,Female,50-54,4,5
AP,Female,55-59,4,12
AP,Female,60-64,4,11
AP,Female,65-69,4,13
AP,Female,70-74,4,11
AP,Female,75-79,4,10
AP,Female,80-84,4,9
AP,Female,85-89,4,15
AP,Female,90+,4,17
AP,Female,0,5,8
AP,Female,10-14,5,1
AP,Female,20-24,5,5
AP,Female,25-29,5,8
AP,Female,30-34,5,6
AP,Female,35-39,5,6
AP,Female,40-44,5,15
AP,Female,45-49,5,12
AP,Female,50-54,5,12
AP,Female,55-59,5,16
AP,Female,60-64,5,25
AP,Female,65-69,5,33
AP,Female,70-74,5,26
AP,Female,75-79,5,30
AP,Female,80-84,5,27
AP,Female,85-89,5,24
AP,Female,90+,5,32
AP,Female,0,6,8
AP,Female,10-14,6,1
AP,Female,15-19,6,4
AP,Female,20-24,6,4
AP,Female,25-29,6,2
AP,Female,30-34,6,2
AP,Female,35-39,6,8
AP,Female,40-44,6,10
AP,Female,45-49,6,13
AP,Female,50-54,6,8
AP,Female,55-59,6,14
AP,Female,60-64,6,16
AP,Female,65-69,6,17
AP,Female,70-74,6,11
AP,Female,75-79,6,23
AP,Female,80-84,6,10
AP,Female,85-89,6,15
AP,Female,90+,6,20
AP,Female,0,7,11
AP,Female,1-4,7,1
AP,Female,10-14,7,1
AP,Female,15-19,7,2
AP,Female,20-24,7,4
AP,Female,25-29,7,3
AP,Female,30-34,7,1
AP,Female,35-39,7,10
AP,Female,40-44,7,8
AP,Female,45-49,7,4
AP,Female,50-54,7,6
AP,Female,55-59,7,10
AP,Female,60-64,7,8
AP,Female,65-69,7,8
AP,Female,70-74,7,15
AP,Female,75-79,7,9
AP,Female,80-84,7,15
AP,Female,85-89,7,16
AP,Female,90+,7,9
AP,Female,0,8,8
AP,Female,1-4,8,1
AP,Female,15-19,8,1
AP,Female,20-24,8,2
AP,Female,25-29,8,3
AP,Female,30-34,8,3
AP,Female,35-39,8,3
AP,Female,40-44,8,10
AP,Female,45-49,8,5
AP,Female,50-54,8,6
AP,Female,55-59,8,7
AP,Female,60-64,8,10
AP,Female,65-69,8,9
AP,Female,70-74,8,10
AP,Female,75-79,8,10
AP,Female,80-84,8,9
AP,Female,85-89,8,6
AP,Female,90+,8,13
AP,Female,0,9,5
AP,Female,1-4,9,2
AP,Female,5-9,9,1
AP,Female,20-24,9,2
AP,Female,25-29,9,6
AP,Female,30-34,9,4
AP,Female,35-39,9,3
AP,Female,40-44,9,4
AP,Female,45-49,9,5
AP,Female,50-54,9,1
AP,Female,55-59,9,3
AP,Female,60-64,9,13
AP,Female,65-69,9,7
AP,Female,70-74,9,3
AP,Female,75-79,9,10
AP,Female,80-84,9,10
AP,Female,85-89,9,7
AP,Female,90+,9,4
AP,Female,0,10,6
AP,Female,1-4,10,3
AP,Female,10-14,10,3
AP,Female,15-19,10,2
AP,Female,20-24,10,5
AP,Female,25-29,10,1
AP,Female,30-34,10,2
AP,Female,35-39,10,3
AP,Female,40-44,10,2
AP,Female,45-49,10,5
AP,Female,50-54,10,7
AP,Female,55-59,10,10
AP,Female,60-64,10,6
AP,Female,65-69,10,7
AP,Female,70-74,10,5
AP,Female,75-79,10,14
AP,Female,80-84,10,11
AP,Female,85-89,10,12
AP,Female,90+,10,6
AP,Female,0,11,12
AP,Female,1-4,11,2
AP,Female,5-9,11,1
AP,Female,15-19,11,2
AP,Female,20-24,11,3
AP,Female,25-29,11,3
AP,Female,30-34,11,5
AP,Female,35-39,11,3
AP,Female,40-44,11,7
AP,Female,45-49,11,5
AP,Female,50-54,11,8
AP,Female,55-59,11,6
AP,Female,60-64,11,7
AP,Female,65-69,11,12
AP,Female,70-74,11,8
AP,Female,75-79,11,11
AP,Female,80-84,11,11
AP,Female,85-89,11,11
AP,Female,90+,11,12
AP,Female,0,12,13
AP,Female,1-4,12,2
AP,Female,15-19,12,2
AP,Female,20-24,12,3
AP,Female,25-29,12,1
AP,Female,30-34,12,4
AP,Female,35-39,12,5
AP,Female,40-44,12,6
AP,Female,45-49,12,8
AP,Female,50-54,12,9
AP,Female,55-59,12,11
AP,Female,60-64,12,15
AP,Female,65-69,12,24
AP,Female,70-74,12,12
AP,Female,75-79,12,11
AP,Female,80-84,12,13
AP,Female,85-89,12,8
AP,Female,90+,12,18
AP,Male,0,1,11
AP,Male,1-4,1,1
AP,Male,10-14,1,2
AP,Male,15-19,1,10
AP,Male,20-24,1,19
AP,Male,25-29,1,10
AP,Male,30-34,1,9
AP,Male,35-39,1,6
AP,Male,40-44,1,13
AP,Male,45-49,1,13
AP,Male,50-54,1,12
AP,Male,55-59,1,11
AP,Male,60-64,1,17
AP,Male,65-69,1,17
AP,Male,70-74,1,16
AP,Male,75-79,1,17
AP,Male,80-84,1,7
AP,Male,85-89,1,5
AP,Male,90+,1,5
AP,Male,0,2,9
AP,Male,1-4,2,1
AP,Male,5-9,2,2
AP,Male,15-19,2,9
AP,Male,20-24,2,11
AP,Male,25-29,2,11
AP,Male,30-34,2,11
AP,Male,35-39,2,7
AP,Male,40-44,2,9
AP,Male,45-49,2,7
AP,Male,50-54,2,13
AP,Male,55-59,2,12
AP,Male,60-64,2,14
AP,Male,65-69,2,10
AP,Male,70-74,2,8
AP,Male,75-79,2,19
AP,Male,80-84,2,10
AP,Male,85-89,2,6
AP,Male,90+,2,10
AP,Male,0,3,11
AP,Male,1-4,3,3
AP,Male,5-9,3,1
AP,Male,10-14,3,3
AP,Male,15-19,3,11
AP,Male,20-24,3,12
AP,Male,25-29,3,13
AP,Male,30-34,3,6
AP,Male,35-39,3,7
AP,Male,40-44,3,12
AP,Male,45-49,3,4
AP,Male,50-54,3,8
AP,Male,55-59,3,11
AP,Male,60-64,3,8
AP,Male,65-69,3,13
AP,Male,70-74,3,3
AP,Male,75-79,3,11
AP,Male,80-84,3,9
AP,Male,85-89,3,10
AP,Male,90+,3,5
AP,Male,0,4,13
AP,Male,1-4,4,1
AP,Male,15-19,4,10
AP,Male,20-24,4,22
AP,Male,25-29,4,11
AP,Male,30-34,4,16
AP,Male,35-39,4,3
AP,Male,40-44,4,13
AP,Male,45-49,4,7
AP,Male,50-54,4,21
AP,Male,55-59,4,21
AP,Male,60-64,4,20
AP,Male,65-69,4,20
AP,Male,70-74,4,20
AP,Male,75-79,4,18
AP,Male,80-84,4,17
AP,Male,85-89,4,15
AP,Male,90+,4,8
AP,Male,0,5,13
AP,Male,1-4,5,2
AP,Male,5-9,5,1
AP,Male,10-14,5,3
AP,Male,15-19,5,4
AP,Male,20-24,5,16
AP,Male,25-29,5,12
AP,Male,30-34,5,14
AP,Male,35-39,5,25
AP,Male,40-44,5,27
AP,Male,45-49,5,27
AP,Male,50-54,5,35
AP,Male,55-59,5,45
AP,Male,60-64,5,45
AP,Male,65-69,5,52
AP,Male,70-74,5,64
AP,Male,75-79,5,47
AP,Male,80-84,5,50
AP,Male,85-89,5,27
AP,Male,90+,5,20
AP,Male,0,6,14
AP,Male,1-4,6,5
AP,Male,5-9,6,1
AP,Male,15-19,6,7
AP,Male,20-24,6,13
AP,Male,25-29,6,12
AP,Male,30-34,6,11
AP,Male,35-39,6,14
AP,Male,40-44,6,11
AP,Male,45-49,6,14
AP,Male,50-54,6,18
AP,Male,55-59,6,17
AP,Male,60-64,6,26
AP,Male,65-69,6,29
AP,Male,70-74,6,26
AP,Male,75-79,6,38
AP,Male,80-84,6,19
AP,Male,85-89,6,21
AP,Male,90+,6,14
AP,Male,0,7,10
AP,Male,1-4,7,1
AP,Male,10-14,7,2
AP,Male,15-19,7,2
AP,Male,20-24,7,11
AP,Male,25-29,7,14
AP,Male,30-34,7,7
AP,Male,35-39,7,4
AP,Male,40-44,7,13
AP,Male,45-49,7,8
AP,Male,50-54,7,11
AP,Male,55-59,7,22
AP,Male,60-64,7,15
AP,Male,65-69,7,15
AP,Male,70-74,7,15
AP,Male,75-79,7,24
AP,Male,80-84,7,9
AP,Male,85-89,7,11
AP,Male,90+,7,10
AP,Male,0,8,12
AP,Male,1-4,8,1
AP,Male,10-14,8,1
AP,Male,15-19,8,3
AP,Male,20-24,8,10
AP,Male,25-29,8,10
AP,Male,30-34,8,12
AP,Male,35-39,8,9
AP,Male,40-44,8,7
AP,Male,45-49,8,9
AP,Male,50-54,8,11
AP,Male,55-59,8,15
AP,Male,60-64,8,12
AP,Male,65-69,8,12
AP,Male,70-74,8,16
AP,Male,75-79,8,18
AP,Male,80-84,8,6
AP,Male,85-89,8,13
AP,Male,90+,8,7
AP,Male,0,9,8
AP,Male,1-4,9,1
AP,Male,5-9,9,1
AP,Male,15-19,9,10
AP,Male,20-24,9,15
AP,Male,25-29,9,11
AP,Male,30-34,9,7
AP,Male,35-39,9,6
AP,Male,40-44,9,6
AP,Male,45-49,9,8
AP,Male,50-54,9,7
AP,Male,55-59,9,11
AP,Male,60-64,9,14
AP,Male,65-69,9,15
AP,Male,70-74,9,16
AP,Male,75-79,9,14
AP,Male,80-84,9,11
AP,Male,85-89,9,14
AP,Male,90+,9,6
AP,Male,0,10,11
AP,Male,1-4,10,4
AP,Male,15-19,10,10
AP,Male,20-24,10,12
AP,Male,25-29,10,4
AP,Male,30-34,10,4
AP,Male,35-39,10,4
AP,Male,40-44,10,8
AP,Male,45-49,10,15
AP,Male,50-54,10,13
AP,Male,55-59,10,13
AP,Male,60-64,10,16
AP,Male,65-69,10,13
AP,Male,70-74,10,13
AP,Male,75-79,10,10
AP,Male,80-84,10,12
AP,Male,85-89,10,9
AP,Male,90+,10,4
AP,Male,0,11,17
AP,Male,15-19,11,9
AP,Male,20-24,11,14
AP,Male,25-29,11,14
AP,Male,30-34,11,8
AP,Male,35-39,11,9
AP,Male,40-44,11,8
AP,Male,45-49,11,12
AP,Male,50-54,11,16
AP,Male,55-59,11,15
AP,Male,60-64,11,12
AP,Male,65-69,11,23
AP,Male,70-74,11,26
AP,Male,75-79,11,21
AP,Male,80-84,11,7
AP,Male,85-89,11,10
AP,Male,90+,11,9
AP,Male,0,12,16
AP,Male,1-4,12,2
AP,Male,10-14,12,3
AP,Male,15-19,12,7
AP,Male,20-24,12,9
AP,Male,25-29,12,7
AP,Male,30-34,12,11
AP,Male,35-39,12,4
AP,Male,40-44,12,7
AP,Male,45-49,12,14
AP,Male,50-54,12,15
AP,Male,55-59,12,17
AP,Male,60-64,12,22
AP,Male,65-69,12,26
AP,Male,70-74,12,25
AP,Male,75-79,12,22
AP,Male,80-84,12,17
AP,Male,85-89,12,17
AP,Male,90+,12,11
TO,Female,0,1,10
TO,Female,1-4,1,2
TO,Female,5-9,1,2
TO,Female,10-14,1,1
TO,Female,20-24,1,7
TO,Female,25-29,1,6
TO,Female,30-34,1,4
TO,Female,35-39,1,7
TO,Female,40-44,1,8
TO,Female,45-49,1,10
TO,Female,50-54,1,9
TO,Female,55-59,1,11
TO,Female,60-64,1,16
TO,Female,65-69,1,13
TO,Female,70-74,1,29
TO,Female,75-79,1,25
TO,Female,80-84,1,25
TO,Female,85-89,1,23
TO,Female,90+,1,27
TO,Female,0,2,10
TO,Female,1-4,2,6
TO,Female,10-14,2,3
TO,Female,15-19,2,2
TO,Female,20-24,2,5
TO,Female,25-29,2,3
TO,Female,30-34,2,2
TO,Female,35-39,2,10
TO,Female,40-44,2,6
TO,Female,45-49,2,8
TO,Female,50-54,2,5
TO,Female,55-59,2,22
TO,Female,60-64,2,16
TO,Female,65-69,2,22
TO,Female,70-74,2,24
TO,Female,75-79,2,31
TO,Female,80-84,2,27
TO,Female,85-89,2,19
TO,Female,90+,2,25
TO,Female,0,3,10
TO,Female,1-4,3,2
TO,Female,15-19,3,3
TO,Female,20-24,3,6
TO,Female,25-29,3,4
TO,Female,30-34,3,5
TO,Female,35-39,3,8
TO,Female,40-44,3,7
TO,Female,45-49,3,7
TO,Female,50-54,3,9
TO,Female,55-59,3,15
TO,Female,60-64,3,24
TO,Female,65-69,3,32
TO,Female,70-74,3,23
TO,Female,75-79,3,32
TO,Female,80-84,3,31
TO,Female,85-89,3,24
TO,Female,90+,3,27
TO,Female,0,4,11
TO,Female,1-4,4,2
TO,Female,15-19,4,3
TO,Female,20-24,4,1
TO,Female,25-29,4,1
TO,Female,30-34,4,3
TO,Female,35-39,4,5
TO,Female,40-44,4,8
TO,Female,45-49,4,10
TO,Female,50-54,4,18
TO,Female,55-59,4,12
TO,Female,60-64,4,11
TO,Female,65-69,4,18
TO,Female,70-74,4,24
TO,Female,75-79,4,21
TO,Female,80-84,4,36
TO,Female,85-89,4,24
TO,Female,90+,4,23
TO,Female,0,5,9
TO,Female,1-4,5,1
TO,Female,10-14,5,2
TO,Female,20-24,5,2
TO,Female,25-29,5,2
TO,Female,30-34,5,4
TO,Female,35-39,5,10
TO,Female,40-44,5,8
TO,Female,45-49,5,6
TO,Female,50-54,5,11
TO,Female,55-59,5,14
TO,Female,60-64,5,16
TO,Female,65-69,5,25
TO,Female,70-74,5,28
TO,Female,75-79,5,29
TO,Female,80-84,5,35
TO,Female,85-89,5,33
TO,Female,90+,5,34
TO,Female,0,6,9
TO,Female,1-4,6,3
TO,Female,5-9,6,2
TO,Female,15-19,6,3
TO,Female,20-24,6,7
TO,Female,25-29,6,2
TO,Female,30-34,6,6
TO,Female,35-39,6,4
TO,Female,40-44,6,10
TO,Female,45-49,6,14
TO,Female,50-54,6,11
TO,Female,55-59,6,14
TO,Female,60-64,6,26
TO,Female,65-69,6,22
TO,Female,70-74,6,27
